Victim Age,Victim Sex ,Victim Race ,Reported Date ,Reported Day of Week,Report Month,City,State,Season,Population,Disposition
55,Male,Black,5/29/2007,1,5,Atlanta,GA,Spring,410086,No Arrest
47,Male,White,5/29/2007,1,5,Atlanta,GA,Spring,410086,Arrest Made
35,Male,Black,5/30/2007,2,5,Atlanta,GA,Spring,410086,No Arrest
31,Male,Black,5/30/2007,2,5,Atlanta,GA,Spring,410086,No Arrest
20,Male,Black,5/31/2007,3,5,Atlanta,GA,Spring,410086,No Arrest
35,Male,Black,6/1/2007,4,6,Atlanta,GA,Summer,410086,No Arrest
24,Male,Black,6/7/2007,3,6,Atlanta,GA,Summer,410086,No Arrest
35,Male,Black,6/10/2007,6,6,Atlanta,GA,Summer,410086,Arrest Made
1,Female,Black,6/11/2007,0,6,Atlanta,GA,Summer,410086,No Arrest
59,Male,Black,6/11/2007,0,6,Atlanta,GA,Summer,410086,Arrest Made
23,Male,Black,6/15/2007,4,6,Atlanta,GA,Summer,410086,No Arrest
17,Male,Black,6/16/2007,5,6,Atlanta,GA,Summer,410086,No Arrest
17,Female,Black,6/16/2007,5,6,Atlanta,GA,Summer,410086,No Arrest
27,Male,Black,6/17/2007,6,6,Atlanta,GA,Summer,410086,No Arrest
19,Male,Black,6/18/2007,0,6,Atlanta,GA,Summer,410086,Arrest Made
18,Male,Black,6/19/2007,1,6,Atlanta,GA,Summer,410086,Arrest Made
56,Male,Black,6/19/2007,1,6,Atlanta,GA,Summer,410086,Arrest Made
40,Male,Black,6/19/2007,1,6,Atlanta,GA,Summer,410086,Arrest Made
22,Male,Black,6/20/2007,2,6,Atlanta,GA,Summer,410086,No Arrest
43,Male,Black,6/30/2007,5,6,Atlanta,GA,Summer,410086,No Arrest
24,Male,Black,7/2/2007,0,7,Atlanta,GA,Summer,410086,Arrest Made
46,Male,Black,7/7/2007,5,7,Atlanta,GA,Summer,410086,Arrest Made
68,Male,White,7/11/2007,2,7,Atlanta,GA,Summer,410086,Arrest Made
24,Male,Black,7/14/2007,5,7,Atlanta,GA,Summer,410086,Arrest Made
22,Male,Black,7/15/2007,6,7,Atlanta,GA,Summer,410086,Arrest Made
33,Male,Black,7/20/2007,4,7,Atlanta,GA,Summer,410086,Arrest Made
47,Male,Black,7/20/2007,4,7,Atlanta,GA,Summer,410086,Arrest Made
27,Male,Black,7/23/2007,0,7,Atlanta,GA,Summer,410086,No Arrest
28,Male,Black,7/23/2007,0,7,Atlanta,GA,Summer,410086,No Arrest
22,Female,Black,7/23/2007,0,7,Atlanta,GA,Summer,410086,No Arrest
26,Female,Black,7/23/2007,0,7,Atlanta,GA,Summer,410086,No Arrest
36,Male,Black,7/25/2007,2,7,Atlanta,GA,Summer,410086,Arrest Made
9,Female,Black,7/25/2007,2,7,Atlanta,GA,Summer,410086,Arrest Made
29,Male,Black,7/26/2007,3,7,Atlanta,GA,Summer,410086,No Arrest
41,Male,Black,7/28/2007,5,7,Atlanta,GA,Summer,410086,No Arrest
54,Male,Black,8/4/2007,5,8,Atlanta,GA,Summer,410086,Arrest Made
48,Male,Black,8/4/2007,5,8,Atlanta,GA,Summer,410086,No Arrest
21,Male,Black,8/8/2007,2,8,Atlanta,GA,Summer,410086,Arrest Made
20,Male,Black,8/24/2007,4,8,Atlanta,GA,Summer,410086,No Arrest
43,Male,Black,8/24/2007,4,8,Atlanta,GA,Summer,410086,No Arrest
23,Male,Hispanic,8/28/2007,1,8,Atlanta,GA,Summer,410086,No Arrest
23,Male,Black,8/28/2007,1,8,Atlanta,GA,Summer,410086,No Arrest
21,Male,White,8/28/2007,1,8,Atlanta,GA,Summer,410086,Arrest Made
51,Male,Black,8/29/2007,2,8,Atlanta,GA,Summer,410086,Arrest Made
34,Male,Hispanic,8/31/2007,4,8,Atlanta,GA,Summer,410086,No Arrest
19,Male,Black,9/2/2007,6,9,Atlanta,GA,Fall,410086,Arrest Made
23,Male,Black,9/7/2007,4,9,Atlanta,GA,Fall,410086,Arrest Made
31,Male,Black,9/8/2007,5,9,Atlanta,GA,Fall,410086,No Arrest
49,Male,White,9/9/2007,6,9,Atlanta,GA,Fall,410086,No Arrest
58,Male,White,9/14/2007,4,9,Atlanta,GA,Fall,410086,No Arrest
20,Male,Black,9/20/2007,3,9,Atlanta,GA,Fall,410086,Arrest Made
29,Male,Black,9/21/2007,4,9,Atlanta,GA,Fall,410086,No Arrest
27,Male,Black,9/22/2007,5,9,Atlanta,GA,Fall,410086,No Arrest
27,Male,Black,9/22/2007,5,9,Atlanta,GA,Fall,410086,No Arrest
18,Male,Black,9/24/2007,0,9,Atlanta,GA,Fall,410086,Arrest Made
47,Male,Black,9/26/2007,2,9,Atlanta,GA,Fall,410086,No Arrest
44,Male,Black,9/28/2007,4,9,Atlanta,GA,Fall,410086,No Arrest
47,Male,Black,9/29/2007,5,9,Atlanta,GA,Fall,410086,Arrest Made
52,Male,Black,9/30/2007,6,9,Atlanta,GA,Fall,410086,Arrest Made
35,Female,White,10/16/2007,1,10,Atlanta,GA,Fall,410086,Arrest Made
33,Male,Black,10/19/2007,4,10,Atlanta,GA,Fall,410086,Arrest Made
38,Male,Black,10/24/2007,2,10,Atlanta,GA,Fall,410086,No Arrest
51,Male,Black,10/26/2007,4,10,Atlanta,GA,Fall,410086,No Arrest
20,Male,Black,10/28/2007,6,10,Atlanta,GA,Fall,410086,No Arrest
39,Male,Black,11/1/2007,3,11,Atlanta,GA,Fall,410086,Arrest Made
33,Male,Black,11/2/2007,4,11,Atlanta,GA,Fall,410086,No Arrest
49,Male,Black,11/7/2007,2,11,Atlanta,GA,Fall,410086,Arrest Made
58,Male,Black,11/8/2007,3,11,Atlanta,GA,Fall,410086,Arrest Made
40,Male,Black,11/11/2007,6,11,Atlanta,GA,Fall,410086,No Arrest
18,Male,Black,11/13/2007,1,11,Atlanta,GA,Fall,410086,Arrest Made
18,Male,Black,11/15/2007,3,11,Atlanta,GA,Fall,410086,No Arrest
42,Male,Black,11/16/2007,4,11,Atlanta,GA,Fall,410086,Arrest Made
50,Male,Black,11/16/2007,4,11,Atlanta,GA,Fall,410086,No Arrest
15,Female,Black,11/19/2007,0,11,Atlanta,GA,Fall,410086,Arrest Made
18,Male,Black,11/22/2007,3,11,Atlanta,GA,Fall,410086,Arrest Made
44,Female,White,11/23/2007,4,11,Atlanta,GA,Fall,410086,Arrest Made
28,Male,Black,11/24/2007,5,11,Atlanta,GA,Fall,410086,Arrest Made
78,Male,Black,12/2/2007,6,12,Atlanta,GA,Winter,410086,Arrest Made
20,Male,Black,12/2/2007,6,12,Atlanta,GA,Winter,410086,Arrest Made
17,Male,Black,12/5/2007,2,12,Atlanta,GA,Winter,410086,Arrest Made
30,Male,Black,12/6/2007,3,12,Atlanta,GA,Winter,410086,Arrest Made
47,Male,Black,12/17/2007,0,12,Atlanta,GA,Winter,410086,Arrest Made
35,Male,White,12/22/2007,5,12,Atlanta,GA,Winter,410086,Arrest Made
25,Male,Black,12/26/2007,2,12,Atlanta,GA,Winter,410086,No Arrest
40,Male,Black,12/29/2007,5,12,Atlanta,GA,Winter,410086,Arrest Made
38,Male,Black,11/8/2008,5,11,Atlanta,GA,Fall,414233,No Arrest
24,Male,Hispanic,11/8/2008,5,11,Atlanta,GA,Fall,414233,No Arrest
17,Male,Black,11/9/2008,6,11,Atlanta,GA,Fall,414233,Arrest Made
17,Female,Hispanic,11/9/2008,6,11,Atlanta,GA,Fall,414233,Arrest Made
18,Male,Hispanic,11/9/2008,6,11,Atlanta,GA,Fall,414233,Arrest Made
31,Male,Black,11/9/2008,6,11,Atlanta,GA,Fall,414233,Arrest Made
57,Male,Black,11/13/2008,3,11,Atlanta,GA,Fall,414233,Arrest Made
26,Male,Black,11/17/2008,0,11,Atlanta,GA,Fall,414233,Arrest Made
46,Male,Black,11/28/2008,4,11,Atlanta,GA,Fall,414233,No Arrest
23,Male,Black,12/4/2008,3,12,Atlanta,GA,Winter,414233,No Arrest
45,Male,Black,12/4/2008,3,12,Atlanta,GA,Winter,414233,Arrest Made
25,Male,Black,12/7/2008,6,12,Atlanta,GA,Winter,414233,No Arrest
33,Male,Black,12/17/2008,2,12,Atlanta,GA,Winter,414233,No Arrest
26,Male,Black,1/14/2008,0,1,Atlanta,GA,Winter,414233,No Arrest
17,Male,Black,1/18/2008,4,1,Atlanta,GA,Winter,414233,Arrest Made
4,Male,Hispanic,1/18/2008,4,1,Atlanta,GA,Winter,414233,Arrest Made
26,Male,Black,1/19/2008,5,1,Atlanta,GA,Winter,414233,Arrest Made
22,Female,Black,1/29/2008,1,1,Atlanta,GA,Winter,414233,No Arrest
101,Male,Black,2/2/2008,5,2,Atlanta,GA,Winter,414233,Arrest Made
36,Male,Black,2/5/2008,1,2,Atlanta,GA,Winter,414233,Arrest Made
30,Male,Black,2/7/2008,3,2,Atlanta,GA,Winter,414233,No Arrest
24,Male,Black,2/15/2008,4,2,Atlanta,GA,Winter,414233,Arrest Made
43,Male,Black,2/25/2008,0,2,Atlanta,GA,Winter,414233,Arrest Made
44,Male,Black,2/24/2008,6,2,Atlanta,GA,Winter,414233,Arrest Made
21,Male,Black,2/28/2008,3,2,Atlanta,GA,Winter,414233,Arrest Made
62,Male,Black,3/2/2008,6,3,Atlanta,GA,Spring,414233,No Arrest
51,Female,Black,3/4/2008,1,3,Atlanta,GA,Spring,414233,Arrest Made
24,Male,Black,3/7/2008,4,3,Atlanta,GA,Spring,414233,Arrest Made
29,Male,Hispanic,3/13/2008,3,3,Atlanta,GA,Spring,414233,No Arrest
24,Male,Black,3/13/2008,3,3,Atlanta,GA,Spring,414233,No Arrest
51,Male,Black,3/13/2008,3,3,Atlanta,GA,Spring,414233,Arrest Made
35,Male,Black,3/14/2008,4,3,Atlanta,GA,Spring,414233,Arrest Made
17,Male,Black,3/20/2008,3,3,Atlanta,GA,Spring,414233,Arrest Made
25,Female,Black,3/23/2008,6,3,Atlanta,GA,Spring,414233,Arrest Made
37,Male,Black,3/28/2008,4,3,Atlanta,GA,Spring,414233,Arrest Made
36,Male,Black,3/30/2008,6,3,Atlanta,GA,Spring,414233,No Arrest
25,Male,Black,3/30/2008,6,3,Atlanta,GA,Spring,414233,Arrest Made
42,Male,Black,4/4/2008,4,4,Atlanta,GA,Spring,414233,Arrest Made
44,Female,White,4/5/2008,5,4,Atlanta,GA,Spring,414233,No Arrest
17,Male,Black,4/10/2008,3,4,Atlanta,GA,Spring,414233,Arrest Made
20,Male,Black,4/11/2008,4,4,Atlanta,GA,Spring,414233,Arrest Made
56,Male,Black,4/11/2008,4,4,Atlanta,GA,Spring,414233,Arrest Made
24,Male,Black,4/22/2008,1,4,Atlanta,GA,Spring,414233,Arrest Made
25,Female,Black,4/25/2008,4,4,Atlanta,GA,Spring,414233,No Arrest
31,Male,Black,5/1/2008,3,5,Atlanta,GA,Spring,414233,No Arrest
29,Male,Black,5/2/2008,4,5,Atlanta,GA,Spring,414233,Arrest Made
42,Male,Black,5/3/2008,5,5,Atlanta,GA,Spring,414233,No Arrest
25,Male,Black,5/7/2008,2,5,Atlanta,GA,Spring,414233,No Arrest
43,Male,Black,5/7/2008,2,5,Atlanta,GA,Spring,414233,No Arrest
16,Male,Black,5/11/2008,6,5,Atlanta,GA,Spring,414233,Arrest Made
21,Male,Black,5/13/2008,1,5,Atlanta,GA,Spring,414233,No Arrest
33,Male,Black,5/19/2008,0,5,Atlanta,GA,Spring,414233,Arrest Made
29,Male,Black,5/19/2008,0,5,Atlanta,GA,Spring,414233,Arrest Made
32,Male,White,5/23/2008,4,5,Atlanta,GA,Spring,414233,No Arrest
48,Male,Black,5/27/2008,1,5,Atlanta,GA,Spring,414233,Arrest Made
1,Female,Black,5/30/2008,4,5,Atlanta,GA,Spring,414233,Arrest Made
35,Male,Black,6/20/2008,4,6,Atlanta,GA,Summer,414233,Arrest Made
17,Male,Black,6/22/2008,6,6,Atlanta,GA,Summer,414233,Arrest Made
29,Male,Black,6/25/2008,2,6,Atlanta,GA,Summer,414233,No Arrest
24,Male,Black,6/25/2008,2,6,Atlanta,GA,Summer,414233,Arrest Made
22,Male,Black,6/26/2008,3,6,Atlanta,GA,Summer,414233,Arrest Made
29,Male,Black,6/26/2008,3,6,Atlanta,GA,Summer,414233,No Arrest
44,Male,Black,6/27/2008,4,6,Atlanta,GA,Summer,414233,No Arrest
28,Male,Black,7/1/2008,1,7,Atlanta,GA,Summer,414233,Arrest Made
20,Male,Black,7/7/2008,0,7,Atlanta,GA,Summer,414233,Arrest Made
26,Female,Black,7/10/2008,3,7,Atlanta,GA,Summer,414233,Arrest Made
48,Male,Black,7/13/2008,6,7,Atlanta,GA,Summer,414233,Arrest Made
27,Male,Black,7/17/2008,3,7,Atlanta,GA,Summer,414233,Arrest Made
21,Male,Black,7/18/2008,4,7,Atlanta,GA,Summer,414233,No Arrest
33,Male,Black,7/19/2008,5,7,Atlanta,GA,Summer,414233,Arrest Made
23,Male,Black,7/21/2008,0,7,Atlanta,GA,Summer,414233,Arrest Made
50,Male,Black,7/26/2008,5,7,Atlanta,GA,Summer,414233,Arrest Made
59,Male,White,7/28/2008,0,7,Atlanta,GA,Summer,414233,No Arrest
44,Male,Black,8/6/2008,2,8,Atlanta,GA,Summer,414233,Arrest Made
25,Female,Black,8/15/2008,4,8,Atlanta,GA,Summer,414233,No Arrest
24,Male,Black,8/17/2008,6,8,Atlanta,GA,Summer,414233,Arrest Made
18,Male,Black,8/23/2008,5,8,Atlanta,GA,Summer,414233,Arrest Made
48,Male,Black,9/2/2008,1,9,Atlanta,GA,Fall,414233,Arrest Made
21,Male,Black,9/2/2008,1,9,Atlanta,GA,Fall,414233,Arrest Made
46,Male,Black,9/12/2008,4,9,Atlanta,GA,Fall,414233,No Arrest
36,Female,Black,9/27/2008,5,9,Atlanta,GA,Fall,414233,Arrest Made
49,Male,Black,9/27/2008,5,9,Atlanta,GA,Fall,414233,No Arrest
38,Female,Black,9/28/2008,6,9,Atlanta,GA,Fall,414233,Arrest Made
32,Male,Black,9/29/2008,0,9,Atlanta,GA,Fall,414233,Arrest Made
38,Male,Black,10/2/2008,3,10,Atlanta,GA,Fall,414233,No Arrest
30,Male,Black,10/3/2008,4,10,Atlanta,GA,Fall,414233,Arrest Made
27,Male,Hispanic,10/6/2008,0,10,Atlanta,GA,Fall,414233,Arrest Made
15,Male,Black,10/6/2008,0,10,Atlanta,GA,Fall,414233,Arrest Made
17,Male,Black,10/7/2008,1,10,Atlanta,GA,Fall,414233,Arrest Made
34,Male,Hispanic,10/6/2008,0,10,Atlanta,GA,Fall,414233,No Arrest
46,Male,Hispanic,10/7/2008,1,10,Atlanta,GA,Fall,414233,No Arrest
44,Male,Black,10/8/2008,2,10,Atlanta,GA,Fall,414233,Arrest Made
32,Male,Black,10/10/2008,4,10,Atlanta,GA,Fall,414233,Arrest Made
29,Male,Black,10/11/2008,5,10,Atlanta,GA,Fall,414233,No Arrest
47,Female,Black,10/17/2008,4,10,Atlanta,GA,Fall,414233,Arrest Made
29,Male,White,10/22/2008,2,10,Atlanta,GA,Fall,414233,Arrest Made
19,Male,Black,10/27/2008,0,10,Atlanta,GA,Fall,414233,No Arrest
19,Male,Black,11/6/2008,3,11,Atlanta,GA,Fall,414233,Arrest Made
38,Male,Black,11/6/2008,3,11,Atlanta,GA,Fall,414233,No Arrest
47,Female,White,12/21/2008,6,12,Atlanta,GA,Winter,414233,No Arrest
2,Male,Black,12/23/2008,1,12,Atlanta,GA,Winter,414233,Arrest Made
24,Male,Black,12/25/2008,3,12,Atlanta,GA,Winter,414233,Arrest Made
55,Male,Hispanic,12/28/2008,6,12,Atlanta,GA,Winter,414233,Arrest Made
34,Male,Black,12/30/2008,1,12,Atlanta,GA,Winter,414233,Arrest Made
24,Male,Black,1/4/2009,6,1,Atlanta,GA,Winter,417090,No Arrest
27,Male,White,1/7/2009,2,1,Atlanta,GA,Winter,417090,Arrest Made
19,Male,Black,1/24/2009,5,1,Atlanta,GA,Winter,417090,Arrest Made
32,Male,Black,1/27/2009,1,1,Atlanta,GA,Winter,417090,Arrest Made
38,Male,Black,1/30/2009,4,1,Atlanta,GA,Winter,417090,Arrest Made
29,Female,Black,2/1/2009,6,2,Atlanta,GA,Winter,417090,No Arrest
60,Male,Black,2/8/2009,6,2,Atlanta,GA,Winter,417090,Arrest Made
49,Male,Black,2/13/2009,4,2,Atlanta,GA,Winter,417090,Arrest Made
49,Male,Black,2/15/2009,6,2,Atlanta,GA,Winter,417090,Arrest Made
57,Female,White,2/18/2009,2,2,Atlanta,GA,Winter,417090,Arrest Made
31,Male,Black,2/18/2009,2,2,Atlanta,GA,Winter,417090,No Arrest
44,Male,Black,2/22/2009,6,2,Atlanta,GA,Winter,417090,No Arrest
49,Male,Black,2/22/2009,6,2,Atlanta,GA,Winter,417090,Arrest Made
1,Female,Black,3/2/2009,0,3,Atlanta,GA,Spring,417090,Arrest Made
58,Female,Black,3/7/2009,5,3,Atlanta,GA,Spring,417090,Arrest Made
23,Male,Black,3/17/2009,1,3,Atlanta,GA,Spring,417090,Arrest Made
24,Male,Other,3/22/2009,6,3,Atlanta,GA,Spring,417090,Arrest Made
28,Male,Black,3/22/2009,6,3,Atlanta,GA,Spring,417090,Arrest Made
16,Male,Black,4/6/2009,0,4,Atlanta,GA,Spring,417090,Arrest Made
34,Male,Black,4/9/2009,3,4,Atlanta,GA,Spring,417090,Arrest Made
13,Male,Black,4/10/2009,4,4,Atlanta,GA,Spring,417090,Arrest Made
57,Male,Black,4/22/2009,2,4,Atlanta,GA,Spring,417090,Arrest Made
28,Male,Black,5/4/2009,0,5,Atlanta,GA,Spring,417090,Arrest Made
20,Male,Black,5/6/2009,2,5,Atlanta,GA,Spring,417090,Arrest Made
24,Male,Black,5/8/2009,4,5,Atlanta,GA,Spring,417090,Arrest Made
24,Male,Black,5/9/2009,5,5,Atlanta,GA,Spring,417090,Arrest Made
32,Male,Black,5/9/2009,5,5,Atlanta,GA,Spring,417090,No Arrest
20,Male,Black,5/11/2009,0,5,Atlanta,GA,Spring,417090,Arrest Made
31,Female,Black,5/21/2009,3,5,Atlanta,GA,Spring,417090,No Arrest
26,Male,Black,5/26/2009,1,5,Atlanta,GA,Spring,417090,Arrest Made
43,Male,Black,5/28/2009,3,5,Atlanta,GA,Spring,417090,No Arrest
26,Female,Black,5/30/2009,5,5,Atlanta,GA,Spring,417090,Arrest Made
25,Male,Black,6/2/2009,1,6,Atlanta,GA,Summer,417090,Arrest Made
21,Male,Black,6/2/2009,1,6,Atlanta,GA,Summer,417090,No Arrest
29,Male,Black,6/5/2009,4,6,Atlanta,GA,Summer,417090,Arrest Made
34,Male,Black,6/7/2009,6,6,Atlanta,GA,Summer,417090,No Arrest
30,Male,Hispanic,6/7/2009,6,6,Atlanta,GA,Summer,417090,No Arrest
26,Male,Black,6/9/2009,1,6,Atlanta,GA,Summer,417090,No Arrest
55,Male,White,6/9/2009,1,6,Atlanta,GA,Summer,417090,Arrest Made
36,Male,Black,6/23/2009,1,6,Atlanta,GA,Summer,417090,Arrest Made
32,Male,Black,6/24/2009,2,6,Atlanta,GA,Summer,417090,No Arrest
40,Male,Black,6/29/2009,0,6,Atlanta,GA,Summer,417090,No Arrest
18,Male,Black,7/4/2009,5,7,Atlanta,GA,Summer,417090,Arrest Made
39,Male,Black,7/8/2009,2,7,Atlanta,GA,Summer,417090,Arrest Made
35,Male,Black,7/11/2009,5,7,Atlanta,GA,Summer,417090,No Arrest
15,Male,Black,7/22/2009,2,7,Atlanta,GA,Summer,417090,Arrest Made
31,Male,Black,7/23/2009,3,7,Atlanta,GA,Summer,417090,No Arrest
38,Male,Black,7/25/2009,5,7,Atlanta,GA,Summer,417090,Arrest Made
46,Male,Black,7/29/2009,2,7,Atlanta,GA,Summer,417090,Arrest Made
27,Male,Black,7/30/2009,3,7,Atlanta,GA,Summer,417090,No Arrest
21,Male,Black,8/4/2009,1,8,Atlanta,GA,Summer,417090,No Arrest
48,Male,Black,8/10/2009,0,8,Atlanta,GA,Summer,417090,Arrest Made
35,Male,Black,8/14/2009,4,8,Atlanta,GA,Summer,417090,Arrest Made
25,Male,Black,8/15/2009,5,8,Atlanta,GA,Summer,417090,No Arrest
20,Female,Black,8/17/2009,0,8,Atlanta,GA,Summer,417090,Arrest Made
24,Male,Black,8/20/2009,3,8,Atlanta,GA,Summer,417090,Arrest Made
77,Female,Other,9/1/2009,1,9,Atlanta,GA,Fall,417090,No Arrest
39,Male,Black,9/13/2009,6,9,Atlanta,GA,Fall,417090,No Arrest
37,Female,Black,9/14/2009,0,9,Atlanta,GA,Fall,417090,No Arrest
44,Female,Black,9/26/2009,5,9,Atlanta,GA,Fall,417090,Arrest Made
29,Male,Black,10/2/2009,4,10,Atlanta,GA,Fall,417090,No Arrest
43,Male,White,10/11/2009,6,10,Atlanta,GA,Fall,417090,No Arrest
66,Female,White,10/13/2009,1,10,Atlanta,GA,Fall,417090,Arrest Made
21,Male,Black,10/14/2009,2,10,Atlanta,GA,Fall,417090,Arrest Made
38,Male,Black,10/14/2009,2,10,Atlanta,GA,Fall,417090,No Arrest
19,Male,Black,10/18/2009,6,10,Atlanta,GA,Fall,417090,No Arrest
60,Male,White,10/22/2009,3,10,Atlanta,GA,Fall,417090,Arrest Made
29,Male,Black,10/23/2009,4,10,Atlanta,GA,Fall,417090,Arrest Made
19,Male,Black,10/26/2009,0,10,Atlanta,GA,Fall,417090,Arrest Made
68,Female,Black,10/27/2009,1,10,Atlanta,GA,Fall,417090,Arrest Made
25,Male,Black,10/28/2009,2,10,Atlanta,GA,Fall,417090,No Arrest
25,Male,Black,11/30/2009,0,11,Atlanta,GA,Fall,417090,Arrest Made
21,Male,Black,12/4/2009,4,12,Atlanta,GA,Winter,417090,Arrest Made
50,Male,Black,12/8/2009,1,12,Atlanta,GA,Winter,417090,No Arrest
51,Female,Black,12/13/2009,6,12,Atlanta,GA,Winter,417090,No Arrest
30,Female,Black,12/16/2009,2,12,Atlanta,GA,Winter,417090,Arrest Made
24,Female,Black,12/18/2009,4,12,Atlanta,GA,Winter,417090,Arrest Made
30,Male,Black,12/26/2009,5,12,Atlanta,GA,Winter,417090,No Arrest
46,Male,Black,12/27/2009,6,12,Atlanta,GA,Winter,417090,No Arrest
30,Male,Black,1/2/2010,5,1,Atlanta,GA,Winter,420003,No Arrest
40,Female,Black,1/4/2010,0,1,Atlanta,GA,Winter,420003,No Arrest
39,Male,Black,1/9/2010,5,1,Atlanta,GA,Winter,420003,No Arrest
22,Male,Black,1/22/2010,4,1,Atlanta,GA,Winter,420003,Arrest Made
50,Male,Black,1/25/2010,0,1,Atlanta,GA,Winter,420003,Arrest Made
25,Male,Black,1/27/2010,2,1,Atlanta,GA,Winter,420003,No Arrest
33,Female,Black,2/14/2010,6,2,Atlanta,GA,Winter,420003,Arrest Made
19,Female,Black,2/19/2010,4,2,Atlanta,GA,Winter,420003,Arrest Made
28,Male,Black,2/26/2010,4,2,Atlanta,GA,Winter,420003,No Arrest
27,Male,Black,3/1/2010,0,3,Atlanta,GA,Spring,420003,Arrest Made
23,Male,White,3/3/2010,2,3,Atlanta,GA,Spring,420003,Arrest Made
35,Female,Black,3/4/2010,3,3,Atlanta,GA,Spring,420003,Arrest Made
32,Male,Black,3/10/2010,2,3,Atlanta,GA,Spring,420003,No Arrest
33,Male,Black,3/15/2010,0,3,Atlanta,GA,Spring,420003,Arrest Made
24,Male,Black,3/17/2010,2,3,Atlanta,GA,Spring,420003,No Arrest
26,Female,Black,3/18/2010,3,3,Atlanta,GA,Spring,420003,Arrest Made
45,Female,Black,3/23/2010,1,3,Atlanta,GA,Spring,420003,No Arrest
26,Male,White,3/28/2010,6,3,Atlanta,GA,Spring,420003,Arrest Made
46,Male,Black,4/5/2010,0,4,Atlanta,GA,Spring,420003,Arrest Made
44,Male,White,4/5/2010,0,4,Atlanta,GA,Spring,420003,Arrest Made
32,Male,Black,4/10/2010,5,4,Atlanta,GA,Spring,420003,Arrest Made
26,Male,Black,4/16/2010,4,4,Atlanta,GA,Spring,420003,No Arrest
25,Male,Black,4/17/2010,5,4,Atlanta,GA,Spring,420003,No Arrest
29,Male,Black,4/19/2010,0,4,Atlanta,GA,Spring,420003,No Arrest
32,Male,Black,4/22/2010,3,4,Atlanta,GA,Spring,420003,No Arrest
58,Male,Black,4/22/2010,3,4,Atlanta,GA,Spring,420003,Arrest Made
23,Male,Black,4/29/2010,3,4,Atlanta,GA,Spring,420003,Arrest Made
19,Male,Black,4/30/2010,4,4,Atlanta,GA,Spring,420003,Arrest Made
19,Male,Black,5/8/2010,5,5,Atlanta,GA,Spring,420003,Arrest Made
28,Male,Black,5/23/2010,6,5,Atlanta,GA,Spring,420003,Arrest Made
16,Male,Black,5/24/2010,0,5,Atlanta,GA,Spring,420003,Arrest Made
47,Female,Black,5/25/2010,1,5,Atlanta,GA,Spring,420003,Arrest Made
33,Male,Black,5/25/2010,1,5,Atlanta,GA,Spring,420003,Arrest Made
36,Male,Black,5/30/2010,6,5,Atlanta,GA,Spring,420003,Arrest Made
22,Male,Black,6/5/2010,5,6,Atlanta,GA,Summer,420003,Arrest Made
27,Male,Black,6/5/2010,5,6,Atlanta,GA,Summer,420003,Arrest Made
22,Male,Black,6/7/2010,0,6,Atlanta,GA,Summer,420003,Arrest Made
33,Male,Black,6/17/2010,3,6,Atlanta,GA,Summer,420003,No Arrest
30,Male,Black,6/29/2010,1,6,Atlanta,GA,Summer,420003,Arrest Made
32,Male,Black,6/29/2010,1,6,Atlanta,GA,Summer,420003,No Arrest
62,Male,Asian,7/1/2010,3,7,Atlanta,GA,Summer,420003,Arrest Made
17,Female,Black,7/6/2010,1,7,Atlanta,GA,Summer,420003,Arrest Made
57,Male,Black,7/11/2010,6,7,Atlanta,GA,Summer,420003,No Arrest
26,Male,Black,7/14/2010,2,7,Atlanta,GA,Summer,420003,No Arrest
33,Female,Black,7/14/2010,2,7,Atlanta,GA,Summer,420003,No Arrest
32,Male,Black,7/28/2010,2,7,Atlanta,GA,Summer,420003,No Arrest
32,Male,Black,7/28/2010,2,7,Atlanta,GA,Summer,420003,No Arrest
46,Male,Black,8/2/2010,0,8,Atlanta,GA,Summer,420003,Arrest Made
38,Male,Black,8/6/2010,4,8,Atlanta,GA,Summer,420003,No Arrest
47,Male,Black,8/7/2010,5,8,Atlanta,GA,Summer,420003,No Arrest
64,Male,Black,8/10/2010,1,8,Atlanta,GA,Summer,420003,Arrest Made
3,Female,Black,8/12/2010,3,8,Atlanta,GA,Summer,420003,Arrest Made
39,Male,Black,8/13/2010,4,8,Atlanta,GA,Summer,420003,No Arrest
38,Male,Black,8/17/2010,1,8,Atlanta,GA,Summer,420003,Arrest Made
50,Male,Black,8/25/2010,2,8,Atlanta,GA,Summer,420003,No Arrest
28,Female,Black,8/28/2010,5,8,Atlanta,GA,Summer,420003,No Arrest
39,Male,Black,8/29/2010,6,8,Atlanta,GA,Summer,420003,No Arrest
26,Male,Black,9/5/2010,6,9,Atlanta,GA,Fall,420003,Arrest Made
21,Male,Black,9/5/2010,6,9,Atlanta,GA,Fall,420003,Arrest Made
32,Male,Black,9/6/2010,0,9,Atlanta,GA,Fall,420003,Arrest Made
92,Male,Black,9/10/2010,4,9,Atlanta,GA,Fall,420003,No Arrest
69,Male,Black,9/10/2010,4,9,Atlanta,GA,Fall,420003,No Arrest
19,Male,Black,9/13/2010,0,9,Atlanta,GA,Fall,420003,Arrest Made
27,Male,Black,9/14/2010,1,9,Atlanta,GA,Fall,420003,Arrest Made
25,Male,Black,9/15/2010,2,9,Atlanta,GA,Fall,420003,Arrest Made
48,Male,Black,9/18/2010,5,9,Atlanta,GA,Fall,420003,Arrest Made
